Title,Author(s),Publisher,Publish Year,ISBN,OL Work Key,Page Count,Categories,Description,Cover Image
Fairy Tales; Selected from the Best Authors. in Two Volumes. ... of 2; Volume 2,Multiple Contributors,"Gale Ecco, Print Editions",2018,,https://openlibrary.org/works/OL24365706W,294,,"The 18th century was a wealth of knowledge, exploration and rapidly growing technology and expanding record-keeping made possible by advances in the printing press. In its determination to preserve the century of revolution, Gale initiated a revolution of its own: digitization of epic proportions to preserve these invaluable works in the largest archive of its kind. Now for the first time these high-quality digital copies of original 18th century manuscripts are available in print, making them highly accessible to libraries, undergraduate students, and independent scholars. Western literary study flows out of eighteenth-century works by Alexander Pope, Daniel Defoe, Henry Fielding, Frances Burney, Denis Diderot, Johann Gottfried Herder, Johann Wolfgang von Goethe, and others. Experience the birth of the modern novel, or compare the development of language using dictionaries and grammar discourses. ++++ The below data was compiled from various identification fields in the bibliographic record of this title. This data is provided as an additional tool in helping to insure edition identification: ++++ Harvard University Houghton Library N008278 London: printed for William Lane, at the Minerva-Press, 1794. 2v., plates; 12°",http://books.google.com/books/content?id=kzP_tgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Golden Orb,Douglas Niles,,2002,,https://openlibrary.org/works/OL1635381W,105,,,
Sisters of the Sword,Maya Snow,Harper Collins,2008,,https://openlibrary.org/works/OL9302592W,279,Juvenile Fiction,"We held our weapons ready. I felt power humming through my limbs. Kimi and her sister, Hana, disguised themselves as boys to learn the ways of the samurai—and to prepare themselves to take revenge on the uncle who murdered their father and older brothers. After receiving word that their mother and younger brother are alive and in hiding, the sisters set off on a treacherous journey to find them. But giving up is not an option—if they fail, they will lose the last of their family forever. Don't miss any of Kimi and Hana's adventures!",http://books.google.com/books/content?id=-nMM75yh2pwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Dragons of a Vanished Moon -Li,"Margaret Weis, Tracy Hickman",Wizards of the Coast,2011-05-24,,https://openlibrary.org/works/OL34803182W,561,Fiction,"In the sensational climax to the War of Souls trilogy, a mystical warrior leads her army toward conquest while a band of heroes leads the fight against overwhelming odds The invincible warrior Mina, not content with her army’s occupation of Silvanost, moves against Sanction. Exiled by a dragon’s wrath, the Qualinesti elves flee the destruction of their homeland, heading toward what they believe to be a safe haven in Silvanesti. Hoping to find a way to stop the onslaught, the Solamnic Knight Gerard volunteers to return to the army of Dark Knights as a spy. Though brave, it is a move that could prove disastrous for him and the side for which he fights. Desperate for help, the small band of heroes looks outside their group to an unlikely ally. The Dragon Overlord Malys has not taken kindly to Mina’s army despoiling her territory with their invasion. But the heroes also look to one of their own, someone who may hold the secret to the past and the key to victory: the kender named Tasselhoff.",http://books.google.com/books/content?id=o8ACltAtRjwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Rhys's Redemption,Anne McAllister,Harlequin Books,2000,,https://openlibrary.org/works/OL4580338W,196,Fiction,"Rhys's Redemption by Anne McAllister released on Jul 25, 2000 is available now for purchase.",http://books.google.com/books/content?id=VIbEa4xJeBMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Lioness and the Lily,Barbara Cartland,,1981,,https://openlibrary.org/works/OL134968W,155,England,,
Divine hammer,Chris Pierson,Wizards of the Coast,2002,,https://openlibrary.org/works/OL5739908W,294,Fiction,"Sorcery: A Threat to the Glory of Istar. Twenty years have passed since Beldinas the Kingpriest assumed the throne. His is a realm of unsurpassed grandeur and wealth, a testament to the mightiest age of the empire of Istar. But evil exists in this great realm, threatening the peace and sanctity of the province. Beldinas must turn to his most loyal lieutenant, Cathan, for help. Following Cathan's lead, the Knights of the Divine Hammer strive to extinguish a foul sorcery that will stop at nothing to serve its own dark ends.",http://books.google.com/books/content?id=T7wE9zuQHpoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"""Bertrem’s Guide to the War of Souls, Vol. 2""",Not Found,Not Found,Not Found,Not Found,Not Found,,,,
The Dragon isles,Stephen D. Sullivan,,2002,,https://openlibrary.org/works/OL6022002W,310,Fantasy fiction,,
Winterheim,Douglas Niles,Wizards of the Coast,2003,,https://openlibrary.org/works/OL1635419W,264,Fiction,"Shrouded in ice, the stronghold of the ogres has stood for eons as an impregnable bastion of the Icereach. But now Strongwind Whalebone, king of the Highlanders, has been imprisoned in the ogre fortress. Outside its walls, a band of his compatriots plots his rescue. Within the fortress, ogre king Grimwar Bane faces royal treachery and desperate revolt. It is time for the ogre king to decide if the greater threat lies outside Winterheim—or within. In the third book of his epic trilogy, Douglas Niles weaves a tapestry of magic and adventure into a climax that will affect the destiny of all those who dwell in the cold land of the Icereach.",http://books.google.com/books/content?id=eKYfpYTVOp0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Players of Gilean,"Margaret Weis, Tracy Hickman",,2003,,https://openlibrary.org/works/OL8571880W,340,Fiction,"The first anthology based on characters from the novella ""The Traveling Players of Gilean"" by Margaret Weis and Aron Eisenberg also contains novellas by popular Dragonlance authors Douglas Niles, Richard A. Knaak, Paul B. Thompson, and a new collaboration by Jean Rabe and Aron Eisenberg. Original.",http://books.google.com/books/content?id=58ZtAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A warrior's journey,"Thompson, Paul B.",McGraw-Hill Companies,2003,,https://openlibrary.org/works/OL4654090W,284,Social Science,"Bruce Lee's last movie, Game of Death, was released shortly after the megastar's tragic death. From its first screening, controversy surrounded the film, with millions of fans worldwide believing it misrepresented Lee's vision and undermined his legitimacy as a martial artist and philosopher. Bruce Lee: A Warrior's Journey offers readers a unique insider's account of the remaking of this incomparable film--a film in which Lee intended to showcase not only his mastery as a martial artist and actor but also his personal philosophy. After searching nearly thirty years, Bruce Lee expert and award-winning filmmaker John Little found Lee's original scripting notes, directorial instructions, and more than ninety-five minutes of unreleased footage from this film. In the late 1990s, working closely with Lee's widow and referring to Lee's own copious notes, Little painstakingly reconstructed the movie according to Lee's vision. Here, readers get the inside story, firsthand from the man who made the discovery, remade the movie, and, in doing so, honored the best-loved and most highly respected martial artist in living history. The perfect complement to Warner Home Video's movie of the same name, Bruce Lee: A Warrior's Journey offers fans a rare behind-the-scenes account of remaking the film as well as the most comprehensive presentation of Lee's philosophy available to date.",http://books.google.com/books/content?id=HIwBAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Nights of blood,"Elyse Salpeter, Bob Nailor, A. D. Nailor",Dark Horse Comics,2009,,https://openlibrary.org/works/OL24161346W,180,Comics & Graphic Novels,"In his years as a Hong Kong police officer, Nishi Tatsuyoshi has never seen murder victims like the ones being found in the abandoned Kowloon Walled City. Bodies completely drained of blood are showing up every few nights, and rumors of vampires are swirling. The closer Nishi gets to the truth, the more obstacles are thrown in his way. Someone doesn't want him to discover what's really going on! Forced into an uneasy alliance with the Chiropteran-hunting Red Shield organization, Nishi works with a mysterious cello player named Hagi as they try to find the source of the murders and bring down the Wong family -- which peddles a miracle drug they claim will give users immortality! * Hot on the heels of the wildly successful Blood+ and Blood+ Adagio manga series and Blood+ anime series, Blood+ Kowloon Nights features Saya's lover, Hagi, in a gripping solo adventure that takes place in the years between Saya's infamous Vietnam incident and the events in Blood+!",http://books.google.com/books/content?id=SUYYBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Message From The Middle Of Nowhere,Gunnar Andri Thorisson,Gunnar Andri Thorisson,2017,,https://openlibrary.org/works/OL28592745W,0,Self-Help,"""Icelandic Viking philosophy for conquering the challenges of business and life""--Cover.",http://books.google.com/books/content?id=aYuozgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Keeper of the Lost Cities,Shannon Messenger,Simon and Schuster,2012,,https://openlibrary.org/works/OL16361049W,512,Juvenile Fiction,"In this riveting debut, a telepathic girl must figure out why she is the key to her brand-new worldNbefore the wrong person finds the answer first.",http://books.google.com/books/content?id=TZoyAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Dark thane,Jeff Crook,,2003,,https://openlibrary.org/works/OL6039765W,320,Fiction,"Exploring the background of a key character from Margaret Weis and Tracy Hickman's ""New York Times"" bestselling War of Souls trilogy, ""Dark Thane"" describes events that directly overlap events during the War of Souls. Original.",http://books.google.com/books/content?id=RQDtNwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Preaching with sacred fire,M. Simmons,W. W. Norton & Company,2010,,https://openlibrary.org/works/OL8165147W,989,Religion,"One hundred sermons that display the victorious, although sometimes painful, historical and spiritual pilgrimage of black people in America. A groundbreaking anthology, Preaching with Sacred Fire is a unique and powerful work. It captures the stunning diversity of the cultural and historical legacy of African American preaching more than three hundred years in the making. Each sermon, as editors Martha Simmons and Frank A. Thomas reveal, is a work of art and a lesson in unmatched rhetoric. The journey through this anthology—which includes selections from Jarena Lee, Frederick Douglass, Malcolm X, Martin Luther King Jr., Gardner C. Taylor, Vashti McKenzie, and many others—offers a rare view of the unheralded role of the African American preacher in American history. The collection provides new insights into the underpinnings of the black fight for emancipation and the rise and growth of the Civil Rights and Black Power movements. Sermons from the first decade of the twenty-first century point toward the future of African American preaching. Biographies of the preachers put their work in the cultural and homiletic context of their periods. The preachers of these sermons are men and women from a range of faiths, ancestries, and educational backgrounds. They draw on a vast and luminous landscape of poetic language, using metaphor, rhythm, and imagery to communicate with their congregations. What they all have in common is hope, resilience, and sacred fire. “Even during the most difficult and oppressive times,” Simmons and Thomas write in the preface, “the delivery, creativity, charisma, expressivity, fervor, forcefulness, passion, persuasiveness, poise, power, rhetoric, spirit, style, and vision of black preaching gave and gives hope to a community under siege.” This magnificent work beautifully renders the complexity, spiritual richness, and strength of African American life.",http://books.google.com/books/content?id=gj9D4cCE4fwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The wizard's fate,"Thompson, Paul B.",,2004,,https://openlibrary.org/works/OL4654091W,374,Fantasy fiction,"Lord Tolandruth is determined to get revenge on the wizard who caused him to be exiled. In the process, Lord Tolandruth will shape the future of Krynn.",
Tides of Blood,Richard A. Knaak,,2004,,https://openlibrary.org/works/OL2992997W,371,"Empires, their rise and fall","Follows the adventures and exploits of the minotaurs as they become caught up in the chaos, fallout, and changing destinies that resulted from the War of Souls.",
India: the search for power,Maharaj K. Chopra,Bombay : Lalvani Publishing House,1969,,https://openlibrary.org/works/OL5582256W,358,India,,http://books.google.com/books/content?id=pkN8vQp7Aa8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Prisoner of Haven,Nancy Varian Berberick,,2004,,https://openlibrary.org/works/OL4652693W,,,,
The Wizards Conclave,Douglas Niles,Wizards of the Coast,2004,,https://openlibrary.org/works/OL1635420W,280,Fiction,"The latest title in a series based on characters from the best-selling War of Souls trilogy. This title is the next in a series that explores the lives of key characters from Margaret Weis & Tracy Hickman's New York Times best-selling War of Souls trilogy. Wizards Conclave describes events that directly overlap events during the War of Souls, and it features two lead characters familiar to any fan of the Dragonlance world. Author Douglas Niles is well-known to and popular with both recent and long-term Dragonlance novel fans.",http://books.google.com/books/content?id=LNoi33Fhua8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Flight of the fallen,Mary H. Herbert,,2004,,https://openlibrary.org/works/OL4323299W,311,Dragons,,
Amber and Ashes,Margaret Weis,,2004,,https://openlibrary.org/works/OL15108237W,336,Fiction,A continuation of the saga of the War of Souls follows Mina as she makes her way through the dangerous chaos of postwar Krynn.,http://books.google.com/books/content?id=cI89AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The lake of death,Jean Rabe,AnonymousChristian.Org,2004,,https://openlibrary.org/works/OL523414W,1603,Religion,"Christ Centered Universalism has been a Hope in First Christianity among the earliest orthodox Christians as testified even as late in St. Augustine of Hippo's infamous quote in that even he didn't call them as heretics but soft hearted Christians who did not deny Holy Scripture. A form of Christian Universalism by Origen of Alexandria may have been condemned by a later council. For protestants, please take note that both St. Augustine and that later council consists of members who Pray to Virgin Mary something which is absent from even Origen of Alexandria. Therefore, just because something is majority by later early Christianity it does not necessarily mean that it was First Christianity Doctrine. In light of this, we discuss various viewpoints, quotes by Church Fathers and Ancient Christian Writings in support of this Hope. Since the time lapse and loss of records to these First Christians being replaced by later Christianity is hard to trace or prove due to scarcity of evidences, nevertheless we endeavour to present as much as we can including some rarely known quotes within Christian Universalism Hopefuls itself. An example of a set of rare quotes which point to Christ Centered Universalism in this book which may not be popularly known is that by St. Hillary of Poitiers, the Champion of Trinity in the West and a set of interesting quotes likewise by St. Ignatius of Antioch who was a direct disciple if St. John the Apostle of Christ himself. We see traces of such an understanding in a quote by St. Justin Martyr toward the Wicked being made subject to obey God eventually as one child while St. Ireneous of Lyons has a few interesting quotes especially those that relate to the Concept of Ages/Aeons/Olam to come where in a particular instance, St. Ireneus clearly shows that the strongest phrase ""ages of Ages"" refers to the subset ""ages"" out of a larger set of ""Ages"" implying limitedness. Just like God of Abraham does not limit God to Abraham only, the phrase God's Glory to the Age/Aeon/Olam (singular) need not limit God's Glory to one Age only but may be highlighting it for that Age (unknown long time period). We do not need to teach it as a 100% certain doctrine but we may hope for it as the Bible Verses can also be understood consistently to present this Hope in some Way. One Day we will know and all things are possible with God Who Alone Decides. Peace to you.",http://books.google.com/books/content?id=bf_5DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Dragons in the Archives: The Best of Weis and Hickman,Not Found,Not Found,Not Found,Not Found,Not Found,,,,
A hero's justice,"Thompson, Paul B.",Tracy Tappan,2004,,https://openlibrary.org/works/OL4654084W,297,Fiction,"Sometimes love comes in three… Readers’ Favorite Gold Medal winner, 2021 Kindle Book Award Semi-Finalist, JUSTICE is a standout romantic adventure where you decide which bold and fearless hero will win a happily ever after. Star athlete and master thief Justine “Justice” Hayes was taught by her notorious father never to say no to a challenge. So when the commander of United States Special Operations Forces offers her an elite job no woman has held before, she can’t turn down this supreme test of her abilities. But an impossible obstacle stands between her and the career of her dreams. She has to survive the Navy SEALs’ most brutal training program: BUD/S. Despite a hostile admiral gunning for her, she soon finds herself wearing the rank of Navy ensign and fighting through grueling torture alongside some of America’s toughest and most irresistible men. Distractions are not an option - she boots her tantalizing teammates solidly into the Friend Zone. But ignoring her attraction to three of them—the leader, the gentleman, and the bad boy—turns out to be harder than she expected. She ends up bonding with all three in the kind of soul-deep way only military comrades who have survived hell together can. Until one of them betrays her… In this Choose A Hero Romance novel, you have the one-of-a-kind opportunity to read three entirely different endings, with three unique heroes, each with its very own breathtaking happily-ever-after. Content guidelines: contains profanity, some violence, and adult situations.",http://books.google.com/books/content?id=zt8mEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Return of the exiled,Max Buchdahl,Oxford University Press,2014,,https://openlibrary.org/works/OL24447406W,305,Biography & Autobiography,"Machine generated contents note: -- Preface -- Chapter 1 - Exile and Post-Exile in Analytical Perspective -- Chapter 2 - Escape, Deportation and Exile: The Contours of Institutionalized Exclusion -- Chapter 3 - Exile and Diaspora Politics: Mobilizing to Undo Exclusion -- Chapter 4 - Diaspora and Home Country Initiatives, Transnational Networks and State Policies -- Chapter 5 - Surviving Authoritarianism, Contributing to the Agenda of Democratization -- Chapter 6 - Undoing Exile? Remembering, Imagining, Envisioning -- Chapter 7 - The Transformational Role of Culture and Education: Impacting the Future -- Chapter 8 - Shifting Frontiers of Citizenship -- Conclusions -- About the Authors -- Index",http://books.google.com/books/content?id=ipc4DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Lord of the Rose,Douglas Niles,Wizards of the Coast,2005,,https://openlibrary.org/works/OL1635393W,403,Fiction,"First in an all-new trilogy from long-time Dragonlance author Douglas Niles. This title kicks off a key new Dragonlance trilogy from popular Dragonlance author Douglas Niles. This series will explore the post-war era in Solamnia, a central region of the Dragonlance world, continuing key story elements from the New York Times best-selling War of Souls series. AUTHOR BIO: Douglas Niles is the author of over 20 fantasy novels, many of which were published with Wizards of the Coast, Inc. He is also an award-winning roleplaying game designer who was part of the original creation team for the Dragonlance setting two decades ago. His most recent books in the Dragonlance world include Wizards’ Conclave and the Icewall Trilogy.",http://books.google.com/books/content?id=iEcW1lfe6f8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Blades of the tiger,Chris Pierson,,2005,,https://openlibrary.org/works/OL5739904W,,,,
Empire of Blood,Richard A. Knaak,Orbit,2005,,https://openlibrary.org/works/OL2992951W,618,Fiction,"As their final battle approaches, a sellsword, a spy, and a general must find unlikely and dangerous allies in order to turn the tides of war in the final book of Brian McClellan's epic fantasy trilogy. The Dynize have unlocked the Landfall Godstone, and Michel Bravis is tasked with returning to Greenfire Depths to do whatever he can to prevent them from using its power; from sewing dissension among the enemy ranks to rallying the Palo population. Ben Styke's invasion of Dynize is curtailed when a storm scatters his fleet. Coming ashore with just twenty lancers, he is forced to rely on brains rather than brawn -- gaining new allies in a strange land on the cusp of its own internal violence. Bereft of her sorcery and physically and emotionally broken, Lady Vlora Flint now marches on Landfall at the head of an Adran army seeking vengeance against those who have conspired against her. While allied politicians seek to undo her from within, she faces insurmountable odds and Dynize's greatest general. Continue the epic fantasy series by the author whose debut novel Brandon Sanderson called ""just plain awesome!"" Gods of Blood and PowderSins of EmpireWrath of EmpireBlood of Empire For more from Brian McClellan, check out: Powder MagePromise of BloodThe Crimson CampaignThe Autumn Republic",http://books.google.com/books/content?id=RG5zDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Amber and Iron,Margaret Weis,Wizards of the Coast,2005,,https://openlibrary.org/works/OL73405W,379,Fiction,"The thrilling second adventure in the Dark Disciple trilogy, from the international bestselling author and co-creator of the Dragonlance universe The world of Krynn is ever changing, and even the gods can be taken by surprise. And if that’s true of the gods, what chance can a mere mortal have? Caught up in forces none of them could hope to face alone, a small but determined band of adventurers come together in a desperate attempt to stop an invasion. Mina, as enigmatic as ever, escapes imprisonment to set off on a quest that will test even her considerable will. All the while, evil spreads across the land, gaining ground with each new day. With so much at stake—and with the very soul of Krynn on the line—champions must be found even in the darkest places.",http://books.google.com/books/content?id=sdxfI1cQh-kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Sanctuary,William Faulkner,University of Arizona Press,1931,,https://openlibrary.org/works/OL82925W,208,History,"The death of twenty-one Salvadoran refugees in the Arizona desert in 1980 made many Americans aware for the first time that people were struggling—and dying—to find political asylum in the United States. Tucsonan Jim Corbett first encountered the problem while attempting to help a hitchhiking refugee. What came of that act of altruism was a movement that spread across the country, challenged the federal government, and brought the refugee problem to national awareness. Corbett first worked within the law to help refugees process applications for asylum, but the U.S. Immigration and Naturalization Service soon began a program of arrests; then he began to smuggle refugees from the Mexican border to the homes of citizens willing to provide shelter, making hundreds of trips over the next two years; finally he enlisted the support of the Tucson Ecumenical Council and persuaded John Fife, pastor of the Southside Presbyterian Church, to open that building as a refuge. When legal action against Corbett and the others seemed imminent, Southside became, on March 24, 1982, the first of two hundred churches in the country to declare itself a sanctuary. Convictions of the Heart takes readers inside the santuary movement to reveal its founders' motives and underlying beliefs, and inside the courtroom to describe the government's efforts to stop it. Although the book addresses many points of view, its primary focus is on the philosophy of Jim Corbett. Rooted in the nonviolence of Gandhi, the Society of Friends, and Martin Luther King, Corbett's beliefs challenged individuals and communities of faith across the country to examine the strength of their commitment to the needs and rights of others.",http://books.google.com/books/content?id=0p9EEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A Saving Solace,D. S. Bauden,Dare 2 Dream Pub,2003,,https://openlibrary.org/works/OL8840155W,285,Fiction,,http://books.google.com/books/content?id=a5SBPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Trail of the Black Wyrm,Chris Pierson,Wizards of the Coast,2006,,https://openlibrary.org/works/OL5739912W,349,Fiction,"The Battle of the Run is over, but for Barreth Forlo victory is bitter. With only a dragon’s scale to aid them, Barreth and his friends must find his missing wife before it’s too late. A strange evil is stirring and a foul ritual has begun. And Forlo’s unborn child lies at the heart of it. Explore the legendary continent of Taladas, where barbarian chiefs struggle for survival against power-mad sorcerers in the uneasy aftermath of the War of Souls",http://books.google.com/books/content?id=MJcS1-uASwwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Crown and the Sword,Douglas Niles,Wizards of the Coast,2005,,https://openlibrary.org/works/OL1635358W,331,Fiction,"During the dark years after the War of Souls, chaos threatens the once-mighty empire of Solamnia. Goblins raid even fortified cities, and bandits rule great sections of the countryside. The ruling dukes, lords, and knights bicker and backstab. Through this chaos, James Markham, aided by his steadfast dwarven companion and a beautiful white robed wizard, wields his flaming sword to uphold the principles on which Solamnia was founded.",http://books.google.com/books/content?id=-723F_Jz2r0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Dragons of the Dwarven Depths (Dragonlance: The Lost Chronicles, Vol. 1)","Margaret Weis, Tracy Hickman, Sandra Burr",,2006,,https://openlibrary.org/works/OL15108310W,0,COMICS & GRAPHIC NOVELS,A group of friends fights dark forces that threaten the world of Krynn.,http://books.google.com/books/content?id=tXK4oAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The Alien Sea (Dragonlance: Champions, Vol. 2)",Lucien Soulban,Wizards of the Coast,2006,,https://openlibrary.org/works/OL8572010W,275,Fiction,"The great poison of the World Gash spreads through the oceans of Krynn, killing all in its path. Led by Apoletta of the Dargonesti and Utharne of the Dimernesti, the two great aquatic races of sea elves convene a Conclave to address the mysterious, urgent crisis. When undead attack the Conclave, Apoletta and Utharne must unite both their species, brave the storms of the World Gash and confront the ghosts of their past. What they discover will forever change their oceanic world and the fate of their two peoples.",http://books.google.com/books/content?id=H441Q-g1kRcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Star Wars - Thrawn - Alliances,Timothy Zahn,Random House Worlds,2018,,https://openlibrary.org/works/OL19657298W,419,Fiction,"#1 NEW YORK TIMES BESTSELLER • Grand Admiral Thrawn and Darth Vader team up against a threat to the Empire in this thrilling novel from bestselling author Timothy Zahn. “I have sensed a disturbance in the Force.” Ominous words under any circumstances, but all the more so when uttered by Emperor Palpatine. On Batuu, at the edge of the Unknown Regions, a threat to the Empire is taking root—its existence little more than a glimmer, its consequences as yet unknowable. But it is troubling enough to the Imperial leader to warrant investigation by his most powerful agents: ruthless enforcer Lord Vader and brilliant strategist Grand Admiral Thrawn. Fierce rivals for the Emperor’s favor and outspoken adversaries on Imperial affairs—including the Death Star project—the formidable pair seem unlikely partners for such a crucial mission. But the Emperor knows it’s not the first time Vader and Thrawn have joined forces. And there’s more behind his royal command than either man suspects. In what seems like a lifetime ago, General Anakin Skywalker of the Galactic Republic and Commander Mitth’raw’nuruodo, officer of the Chiss Ascendancy, crossed paths for the first time. One on a desperate personal quest, the other with motives unknown . . . and undisclosed. But facing a gauntlet of dangers on a far-flung world, they forged an uneasy alliance—neither remotely aware of what his future held in store. Now, thrust together once more, they find themselves bound again for the planet where they once fought side by side. There they will be doubly challenged—by a test of their allegiance to the Empire . . . and by an enemy that threatens even their combined might. Praise for Thrawn: Alliances “It’s a science fiction beach read in the best way, brisk and amusing, with some cool additions to the Star Wars galaxy.”—Den of Geek “Like all of Zahn’s novels set in a galaxy far, far away, it’s an essential read for anyone looking for an artistically done adventure.”—CNET",http://books.google.com/books/content?id=keA4DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Measure And The Truth,Douglas Niles,,2007,,https://openlibrary.org/works/OL1635364W,420,Apologetics,,http://books.google.com/books/content?id=jrNKAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Great White Wyrm,Peter Archer,,2007,,https://openlibrary.org/works/OL7434912W,324,Fiction,"A powerful white dragon is the target of one man's obsession, and anyone foolish enough to get between the two of them will be the first to die. Original.",http://books.google.com/books/content?id=GXboSG9UoowC&printsec=frontcover&img=1&zoom=1&source=gbs_api
"The Dragon Reborn (The Wheel of Time, Book 3)",Robert Jordan,Tor Books,1991,,https://openlibrary.org/works/OL7924143W,711,Fiction,"The Wheel of Time is now an original series on Prime Video, starring Rosamund Pike as Moiraine! In The Dragon Reborn, the third novel in Robert Jordan’s #1 New York Times bestselling epic fantasy series, The Wheel of Time®, Rand al’Thor undertakes a journey to prove himself worthy of being the Champion of Light. Winter has stopped the war—almost—yet men are dying, calling out for the Dragon. But where is he? Rand al’Thor has been proclaimed the Dragon Reborn. Traveling to the great fortress known as the Stone of Tear, he plans to find the sword Callandor, which can only be wielded by the Champion of Light, and discover if he truly is destined to battle The Dark One. Following Rand, Moiraine and their friends battle Darkhounds on the hunt, hoping they reach the Heart of the Stone in time for the next great test awaiting the Dragon Reborn. Since its debut in 1990, The Wheel of Time® by Robert Jordan has captivated millions of readers around the globe with its scope, originality, and compelling characters. The last six books in series were all instant #1 New York Times bestsellers, and The Eye of the World was named one of America's best-loved novels by PBS's The Great American Read. The Wheel of Time® New Spring: The Novel #1 The Eye of the World #2 The Great Hunt #3 The Dragon Reborn #4 The Shadow Rising #5 The Fires of Heaven #6 Lord of Chaos #7 A Crown of Swords #8 The Path of Daggers #9 Winter's Heart #10 Crossroads of Twilight #11 Knife of Dreams By Robert Jordan and Brandon Sanderson #12 The Gathering Storm #13 Towers of Midnight #14 A Memory of Light By Robert Jordan and Teresa Patterson The World of Robert Jordan's The Wheel of Time By Robert Jordan, Harriet McDougal, Alan Romanczuk, and Maria Simons The Wheel of Time Companion By Robert Jordan and Amy Romanczuk Patterns of the Wheel: Coloring Art Based on Robert Jordan's The Wheel of Time At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",http://books.google.com/books/content?id=4nWghD8QV0IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Shadow of the Flame,James Sanford,,2015,,https://openlibrary.org/works/OL41591899W,0,Good and evil,"The adventures of Forlo, Shedara, and Hult come to a climax that changes the continent of Taladas forever in the final book of the Taladas trilogy.",http://books.google.com/books/content?id=VceEAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Dragons of the Highlord Skies,"Margaret Weis, Tracy Hickman",Wizards of the Coast,2007,,https://openlibrary.org/works/OL15108479W,501,Fiction,"Experience the War of the Lance as you’ve never experienced it before—from evil’s point of view—in this thrilling retelling of the events seen in Dragonlance Chronicles In the captial city of Neraka, Kitiara uth Matar and Emperor Ariakas hatch a plan to retrieve a dragon orb and thereby destroy Solamnia and the Companions in one fell swoop. But when the guardian of the dragon orb, Highlord Feal-Thas, disagrees with this plan, Kitiara must go to Ice Wall to force him to accept Ariakas' will. But her journey does not end there. Thrown out of favor, she conceives a daring plan to enlist the aid of the most feared beings on Krynn—Lord Soth and the Dark Queen. Meanwhile, Laurana and the Companions retrieve the dragon orb and take it back to Solamnia—not knowing that they bring their allies' doom with them. A fascinating retelling of the famed War of the Lance, The Lost Chronicles series is a marvelous complement to the original Chronicles trilogy as well as an exicting, accessible read for those new to the Dragonlance universe.",http://books.google.com/books/content?id=1wKBbf0RkYUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Native life in South Africa, before and since the European war and the Boer rebellion","Sol T. Plaatje, Solomon Tshekisho Plaatje, Brian Willan, Bessie Head",,1910,,https://openlibrary.org/works/OL2849786W,396,Black people,,http://books.google.com/books/content?id=1FFBAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
